author_name	painting_name	image_url	Genre	Style	Nationality	Painting School	Art Movement	Field	Date	Media	Tag	Period	Theme	Path	ColorTagsHex	ColorTagsPct	ColorBinIds
Bartolome Esteban Murillo	Boy With A Dog	https://uploads2.wikiart.org/images/bartolome-esteban-murillo/boy-with-a-dog.jpg!Large.jpg	genre painting	Baroque	Spanish		Baroque	painting,drawing	c.1650	oil,canvas	dogs,children portraits			Artists2/Bartolome Esteban Murillo/Boy With A Dog.jpg	#2a1a15,#805040,#2a1007,#2a151a,#803116,#d4ba6a,#807040	0.2411,0.2189,0.1619,0.0786,0.0706,0.0514,0.0465	3,4,6,102,7,14,13
Bartolome Esteban Murillo	Baking Of Flat Cakes 1650	https://uploads4.wikiart.org/images/bartolome-esteban-murillo/baking-of-flat-cakes-1650.jpg!Large.jpg	genre painting	Baroque	Spanish		Baroque	painting,drawing	1645 - 1650	oil,canvas	families,children,mother-and-child,domestic-settings			Artists2/Bartolome Esteban Murillo/Baking Of Flat Cakes 1650.jpg	#2a1a15,#2a2523,#2a2325,#2a151a,#2a1007,#2a2328,#28232a,#23252a	0.3943,0.0821,0.0773,0.0749,0.0561,0.0513,0.0429,0.0401	3,0,99,102,6,90,81,63
Bartolome Esteban Murillo	Adoration Of The Shepherds 1650	https://uploads1.wikiart.org/images/bartolome-esteban-murillo/adoration-of-the-shepherds-1650.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1646 - 1650	oil,canvas	Christianity,saints-and-apostles,Jesus-Christ,Holy-Family,Virgin-and-Child,Virgin-Mary			Artists2/Bartolome Esteban Murillo/Adoration Of The Shepherds 1650.jpg	#2a1a15,#2a1007,#28232a,#2a151a,#2a2328,#2a2325,#25232a,#2a2523,#803116	0.2769,0.0925,0.0907,0.0894,0.0748,0.0719,0.0629,0.0535,0.0431	3,6,81,102,90,99,72,0,7
Bartolome Esteban Murillo	Joseph And Potiphar S Wife 1648	https://uploads1.wikiart.org/images/bartolome-esteban-murillo/joseph-and-potiphar-s-wife-1648.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1645 - 1648	oil,canvas	Christianity,Potiphar's-Wife			Artists2/Bartolome Esteban Murillo/Joseph And Potiphar S Wife 1648.jpg	#2a1a15,#23252a,#151a2a,#d4cbb1,#805040,#2a2523	0.1684,0.1378,0.1040,0.0751,0.0748,0.0601	3,63,66,11,4,0
Bartolome Esteban Murillo	Brother Juniper And The Beggar	https://uploads8.wikiart.org/images/bartolome-esteban-murillo/brother-juniper-and-the-beggar.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1646		Christianity,saints-and-apostles,Brother-Juniper			Artists2/Bartolome Esteban Murillo/Brother Juniper And The Beggar.jpg	#2a1a15,#2a2523,#807040,#2a2515,#cbd4b1,#708040,#2a2107,#bad46a,#806616	0.1284,0.1264,0.1156,0.1084,0.0871,0.0759,0.0638,0.0618,0.0455	3,0,13,12,20,22,15,23,16
Bartolome Esteban Murillo	Vision To St Francis 1646	https://uploads3.wikiart.org/images/bartolome-esteban-murillo/vision-to-st-francis-1646.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1645 - 1646	oil,canvas	Christianity,saints-and-apostles,St.-Francis-of-Assisi,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Vision To St Francis 1646.jpg	#2a1a15,#2a1007,#803116,#2a2325	0.3649,0.2523,0.1655,0.0479	3,6,7,99
Bartolome Esteban Murillo	Two Children Eating A Melon And Grapes 1646	https://uploads4.wikiart.org/images/bartolome-esteban-murillo/two-children-eating-a-melon-and-grapes-1646.jpg!Large.jpg	genre painting	Baroque	Spanish		Baroque	painting,drawing	1645 - 1646	oil,canvas	children,mealtimes			Artists2/Bartolome Esteban Murillo/Two Children Eating A Melon And Grapes 1646.jpg	#2a1007,#803116,#806616,#2a0710,#d4a824	0.6011,0.1280,0.1069,0.0545,0.0412	6,7,16,105,17
Bartolome Esteban Murillo	The Blessed Giles Levitating Before Pope Gregory Ix 1646	https://uploads7.wikiart.org/images/bartolome-esteban-murillo/the-blessed-giles-levitating-before-pope-gregory-ix-1646.jpg	history painting	Baroque	Spanish		Baroque	painting,drawing	1645 - 1646	oil,canvas	famous-people,Pope-Gregory-IX			Artists2/Bartolome Esteban Murillo/The Blessed Giles Levitating Before Pope Gregory Ix 1646.jpg	#2a1a15,#2a151a,#2a1007,#807040,#803116,#2a2523,#2a0710,#d4cbb1	0.2070,0.1179,0.0958,0.0827,0.0710,0.0518,0.0418,0.0408	3,102,6,13,7,0,105,11
Gerard Terborch	A Woman Spinning	https://uploads3.wikiart.org/images/gerard-terborch/a-woman-spinning.jpg!Large.jpg	genre painting	Baroque	Dutch	Dutch School,Haarlem School	Baroque	painting		oil,canvas	arts-and-crafts,instruments-and-mechanisms			Artists2/Gerard Terborch/A Woman Spinning.jpg	#2a2523,#2a1a15,#2a2823,#80706b,#805040	0.4020,0.2217,0.0778,0.0644,0.0406	0,3,9,1,4
Bartolome Esteban Murillo	The Apparition Of The Immaculate Virgin To Six Characters 1665	https://uploads5.wikiart.org/images/bartolome-esteban-murillo/the-apparition-of-the-immaculate-virgin-to-six-characters-1665.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1665		Christianity,saints-and-apostles,Virgin-Mary,angels-and-archangels			Artists2/Bartolome Esteban Murillo/The Apparition Of The Immaculate Virgin To Six Characters 1665.jpg	#b1d4cb,#232a28,#23282a,#807b6b,#d4ba6a,#6b7b80,#807040,#6b807b,#b1d4ba	0.1089,0.1006,0.0745,0.0662,0.0661,0.0544,0.0434,0.0416,0.0413	47,45,54,10,14,55,13,46,38
Bartolome Esteban Murillo	St John The Baptist With The Scribes And Pharisees	https://uploads2.wikiart.org/images/bartolome-esteban-murillo/st-john-the-baptist-with-the-scribes-and-pharisees.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1665	oil,canvas	Christianity,saints-and-apostles,Scribes,Pharisees,St. John the Baptist			Artists2/Bartolome Esteban Murillo/St John The Baptist With The Scribes And Pharisees.jpg	#2a2515,#2a2823,#282a23,#252a23,#2a1a15,#807040,#232a25,#b1bad4,#807b6b	0.1676,0.0785,0.0669,0.0668,0.0576,0.0528,0.0519,0.0484,0.0410	12,9,18,27,3,13,36,65,10
Bartolome Esteban Murillo	St John The Baptist As A Child	https://uploads0.wikiart.org/images/bartolome-esteban-murillo/st-john-the-baptist-as-a-child.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1665	oil,canvas	Christianity,saints-and-apostles,St. John the Baptist			Artists2/Bartolome Esteban Murillo/St John The Baptist As A Child.jpg	#2a151a,#2a1a15,#80706b,#806b70,#2a2325,#805040,#7b6b80,#2a2523,#801631,#806b7b,#2a2328	0.1351,0.1223,0.0676,0.0619,0.0594,0.0535,0.0521,0.0498,0.0478,0.0476,0.0417	102,3,1,100,99,4,82,0,106,91,90
Bartolome Esteban Murillo	Santa Rufina 1665	https://uploads5.wikiart.org/images/bartolome-esteban-murillo/santa-rufina-1665.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1665	oil,canvas	Christianity,saints-and-apostles,Santa-Rufina			Artists2/Bartolome Esteban Murillo/Santa Rufina 1665.jpg	#7b806b,#807b6b,#282a23,#807040,#805040,#d4cbb1	0.2863,0.0758,0.0685,0.0624,0.0548,0.0515	19,10,18,13,4,11
Bartolome Esteban Murillo	Penitent Magdalene 1665	https://uploads2.wikiart.org/images/bartolome-esteban-murillo/penitent-magdalene-1665.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1650 - 1665	oil,canvas	Christianity,saints-and-apostles,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Penitent Magdalene 1665.jpg	#2a1007,#2a1a15,#2a2107,#d4856a,#2a2523,#2a0710,#2a2515	0.2869,0.1212,0.0887,0.0698,0.0586,0.0564,0.0486	6,3,15,5,0,105,12
Bartolome Esteban Murillo	Joseph And Potiphar S Wife	https://uploads5.wikiart.org/images/bartolome-esteban-murillo/joseph-and-potiphar-s-wife.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1665	oil,canvas	Christianity,Potiphar's-Wife			Artists2/Bartolome Esteban Murillo/Joseph And Potiphar S Wife.jpg	#d4856a,#2a2325,#80706b,#805040,#d4bab1,#804050,#23252a,#d4cbb1,#28232a,#2a2523	0.1318,0.1203,0.1034,0.0992,0.0901,0.0620,0.0556,0.0505,0.0450,0.0416	5,99,1,4,2,103,63,11,81,0
Bartolome Esteban Murillo	Jacob S Dream 1665	https://uploads6.wikiart.org/images/bartolome-esteban-murillo/jacob-s-dream-1665.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1660 - 1665	oil,canvas	Christianity,saints-and-apostles,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Jacob S Dream 1665.jpg	#2a1007,#2a1a15,#2a151a,#2a0710,#2a2107,#806616	0.2559,0.2468,0.0838,0.0809,0.0438,0.0401	6,3,102,105,15,16
Bartolome Esteban Murillo	Dolorosa 1665	https://uploads1.wikiart.org/images/bartolome-esteban-murillo/dolorosa-1665.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1665		Christianity,saints-and-apostles,Mother-of-Sorrows			Artists2/Bartolome Esteban Murillo/Dolorosa 1665.jpg	#25232a,#805040,#2a1a15,#28232a	0.4646,0.1129,0.0717,0.0402	72,4,3,81
Bartolome Esteban Murillo	Christ On The Cross 1665	https://uploads3.wikiart.org/images/bartolome-esteban-murillo/christ-on-the-cross-1665.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1665	chalk,pen,ink	Christianity,saints-and-apostles,Jesus-Christ,Crucifixion			Artists2/Bartolome Esteban Murillo/Christ On The Cross 1665.jpg	#2a1a15,#805040,#80706b,#807040,#d4cbb1,#2a2523	0.2809,0.2489,0.1473,0.0931,0.0563,0.0561	3,4,1,13,11,0
Bartolome Esteban Murillo	Christ After The Flagellation 1665 1	https://uploads6.wikiart.org/images/bartolome-esteban-murillo/christ-after-the-flagellation-1665-1.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1665		Christianity,saints-and-apostles,Jesus-Christ,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Christ After The Flagellation 1665 1.jpg	#2a2515,#807040,#2a1a15,#2a2823,#d4ba6a	0.4102,0.1856,0.1543,0.0973,0.0500	12,13,3,9,14
Bartolome Esteban Murillo	Christ After The Flagellation 1665	https://uploads3.wikiart.org/images/bartolome-esteban-murillo/christ-after-the-flagellation-1665.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1665	oil,canvas	Christianity,saints-and-apostles,Jesus-Christ			Artists2/Bartolome Esteban Murillo/Christ After The Flagellation 1665.jpg	#2a2523,#2a2325,#2a1a15,#2a2328,#23252a,#25232a,#2a2823,#d4856a,#805040	0.2119,0.1336,0.1257,0.0957,0.0799,0.0670,0.0623,0.0528,0.0409	0,99,3,90,63,72,9,5,4
Bartolome Esteban Murillo	Childhood Of Virgin	https://uploads7.wikiart.org/images/bartolome-esteban-murillo/childhood-of-virgin.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1665	oil,canvas	Christianity,saints-and-apostles,Virgin-Mary,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Childhood Of Virgin.jpg	#2a1007,#2a1a15,#807040,#803116,#806616,#2a2515,#2a2107	0.2526,0.1695,0.1332,0.0770,0.0679,0.0484,0.0473	6,3,13,7,16,12,15
Bartolome Esteban Murillo	Baptism Of Christ	https://uploads5.wikiart.org/images/bartolome-esteban-murillo/baptism-of-christ.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1665	oil,canvas	Christianity,saints-and-apostles,Jesus-Christ,Baptism-of-Jesus-Christ			Artists2/Bartolome Esteban Murillo/Baptism Of Christ.jpg	#2a1a15,#805040,#d4ba6a,#803116,#d4bab1,#2a1007,#2a2523,#d4cbb1	0.2269,0.0824,0.0743,0.0713,0.0700,0.0635,0.0627,0.0458	3,4,14,7,2,6,0,11
Bartolome Esteban Murillo	Annunciation 1665	https://uploads5.wikiart.org/images/bartolome-esteban-murillo/annunciation-1665.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1660 - 1665	oil,canvas	Christianity,saints-and-apostles,Annunciation,Virgin-Mary,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Annunciation 1665.jpg	#805040,#d4ba6a,#2a1a15,#807040,#803116,#d4cbb1,#d4856a	0.2836,0.1806,0.1347,0.1008,0.0947,0.0523,0.0425	4,14,3,13,7,11,5
Bartolome Esteban Murillo	Death Of The Inquisitor Pedro De Arbués 1664	https://uploads5.wikiart.org/images/bartolome-esteban-murillo/death-of-the-inquisitor-pedro-de-arbués-1664.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1664		Christianity,Pedro-de-Arbués,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Death Of The Inquisitor Pedro De Arbués 1664.jpg	#2a1a15,#2a1007,#2a151a,#806616,#803116,#2a1525,#807040	0.2305,0.1746,0.1001,0.0755,0.0574,0.0474,0.0439	3,6,102,16,7,93,13
Bartolome Esteban Murillo	Two Peasant Boys And A Negro Boy 1660	https://uploads6.wikiart.org/images/bartolome-esteban-murillo/two-peasant-boys-and-a-negro-boy-1660.jpg	genre painting	Baroque	Spanish		Baroque	painting,drawing	1660	oil,canvas	children portraits			Artists2/Bartolome Esteban Murillo/Two Peasant Boys And A Negro Boy 1660.jpg	#2a1a15,#807b6b,#807040,#d4cbb1,#80706b,#d4bab1	0.2767,0.2083,0.1069,0.0835,0.0687,0.0519	3,10,13,11,1,2
Bartolome Esteban Murillo	The Martyrdom Of St Andrew 1682	https://uploads1.wikiart.org/images/bartolome-esteban-murillo/the-martyrdom-of-st-andrew-1682.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1675 - 1682	oil,canvas	Christianity,saints-and-apostles,St. Andrew			Artists2/Bartolome Esteban Murillo/The Martyrdom Of St Andrew 1682.jpg	#d4cbb1,#805040,#d4856a,#d4bab1,#2a2523,#2a2325,#80706b	0.1872,0.1752,0.1642,0.1065,0.1065,0.0769,0.0655	11,4,5,2,0,99,1
Bartolome Esteban Murillo	Crucifixion 1682	https://uploads4.wikiart.org/images/bartolome-esteban-murillo/crucifixion-1682.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1675 - 1682	oil,canvas	Christianity,saints-and-apostles,Jesus-Christ,Crucifixion			Artists2/Bartolome Esteban Murillo/Crucifixion 1682.jpg	#2a1007,#803116,#806616,#2a0710,#d4a824	0.4148,0.3078,0.1045,0.0612,0.0474	6,7,16,105,17
Bartolome Esteban Murillo	The Conversion Of Saint Paul 1682	https://uploads1.wikiart.org/00210/images/bartolome-esteban-murillo/la-conversi-n-de-san-pablo-murillo.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	 1675 - ; Spain 	oil,canvas	Christianity,St.-Paul,Conversion			Artists2/Bartolome Esteban Murillo/The Conversion Of Saint Paul 1682.jpg	#2a2823,#282a23,#807040,#2a2515,#807b6b,#2a1a15,#2a2523	0.2490,0.2081,0.1805,0.0736,0.0575,0.0575,0.0451	9,18,13,12,10,3,0
Bartolome Esteban Murillo	Saint Francis Of Assisi Receiving The Stigmata	https://uploads7.wikiart.org/images/bartolome-esteban-murillo/saint-francis-of-assisi-receiving-the-stigmata.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1680		Christianity,saints-and-apostles,St.-Francis-of-Assisi			Artists2/Bartolome Esteban Murillo/Saint Francis Of Assisi Receiving The Stigmata.jpg	#807040,#d4cbb1,#2a1a15,#80706b,#805040,#807b6b,#2a151a,#d4bab1,#2a1007	0.1749,0.1573,0.0986,0.0949,0.0891,0.0748,0.0553,0.0474,0.0439	13,11,3,1,4,10,102,2,6
Bartolome Esteban Murillo	Virgin And Child 1680 1	https://uploads2.wikiart.org/images/bartolome-esteban-murillo/virgin-and-child-1680-1.jpg!Large.jpg	sketch and study	Baroque	Spanish		Baroque	painting,drawing	1675 - 1680	pen,ink	Christianity,saints-and-apostles,Jesus-Christ,Virgin-and-Child,Virgin-Mary			Artists2/Bartolome Esteban Murillo/Virgin And Child 1680 1.jpg	#d4bab1,#80706b,#2a2523	0.6673,0.2448,0.0879	2,1,0
Bartolome Esteban Murillo	Virgin And Child 1680	https://uploads0.wikiart.org/images/bartolome-esteban-murillo/virgin-and-child-1680.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1675 - 1680	oil,canvas	Christianity,saints-and-apostles,Jesus-Christ,Virgin-and-Child,Virgin-Mary			Artists2/Bartolome Esteban Murillo/Virgin And Child 1680.jpg	#80706b,#2a1a15,#805040,#2a151a,#2a2325,#2a2523,#803116	0.2380,0.1576,0.1427,0.0921,0.0909,0.0607,0.0438	1,3,4,102,99,0,7
Bartolome Esteban Murillo	The Annunciation 1680	https://uploads0.wikiart.org/images/bartolome-esteban-murillo/the-annunciation-1680.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1660 - 1680	oil,canvas	Christianity,saints-and-apostles,Annunciation,Virgin-Mary,angels-and-archangels			Artists2/Bartolome Esteban Murillo/The Annunciation 1680.jpg	#807040,#2a2515,#d4ba6a,#2a2823,#2a2523,#806616,#2a1a15	0.2853,0.1837,0.1499,0.1038,0.0648,0.0628,0.0612	13,12,14,9,0,16,3
Bartolome Esteban Murillo	Ecce Homo	https://uploads6.wikiart.org/images/bartolome-esteban-murillo/ecce-homo.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1672 - c.1678		Christianity,saints-and-apostles,Jesus-Christ,Ecce-Homo			Artists2/Bartolome Esteban Murillo/Ecce Homo.jpg	#2a2823,#2a1a15,#2a2523,#805040,#2a2515,#282a23,#23252a	0.3101,0.1388,0.1280,0.1227,0.0746,0.0488,0.0438	9,3,0,4,12,18,63
Bartolome Esteban Murillo	Thomas Of Villanova Giving Alms To The Poors 1678	https://uploads1.wikiart.org/images/bartolome-esteban-murillo/thomas-of-villanova-giving-alms-to-the-poors-1678.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1678		Christianity,saints-and-apostles,Thomas-of-Villanova			Artists2/Bartolome Esteban Murillo/Thomas Of Villanova Giving Alms To The Poors 1678.jpg	#2a2823,#2a2523,#807b6b,#2a2515,#2a1a15,#807040	0.2944,0.2654,0.0821,0.0760,0.0757,0.0722	9,0,10,12,3,13
Bartolome Esteban Murillo	The Infant Jesus Distributing Bread To Pilgrims 1678	https://uploads4.wikiart.org/images/bartolome-esteban-murillo/the-infant-jesus-distributing-bread-to-pilgrims-1678.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1678	oil,canvas	Christianity,saints-and-apostles,Virgin-and-Child,Virgin-Mary,angels-and-archangels			Artists2/Bartolome Esteban Murillo/The Infant Jesus Distributing Bread To Pilgrims 1678.jpg	#805040,#2a2523,#2a1a15,#80706b	0.3681,0.2757,0.1216,0.0408	4,0,3,1
Bartolome Esteban Murillo	Immaculate Conception Of The Escorial	https://uploads1.wikiart.org/images/bartolome-esteban-murillo/immaculate-conception-of-the-escorial(1).jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1678	oil,canvas	Christianity,saints-and-apostles,Virgin-Mary,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Immaculate Conception Of The Escorial.jpg	#805040,#2a1a15,#803116,#807040,#807b6b,#d4856a,#d4cbb1,#2a1007	0.1451,0.1175,0.0874,0.0684,0.0646,0.0616,0.0599,0.0484	4,3,7,13,10,5,11,6
Bartolome Esteban Murillo	The Toilette 1675	https://uploads5.wikiart.org/images/bartolome-esteban-murillo/the-toilette-1675.jpg!Large.jpg	genre painting	Baroque	Spanish		Baroque	painting,drawing	1670 - 1675	oil,canvas	animals,families,children,dogs,leisure-and-sleep			Artists2/Bartolome Esteban Murillo/The Toilette 1675.jpg	#2a2523,#805040,#80706b,#d4856a,#806b70,#d4bab1,#2a2325	0.2217,0.2174,0.1540,0.1169,0.0810,0.0804,0.0417	0,4,1,5,100,2,99
Bartolome Esteban Murillo	The Marriage Feast At Cana	https://uploads5.wikiart.org/images/bartolome-esteban-murillo/the-marriage-feast-at-cana.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	c.1675	oil,canvas	Christianity,saints-and-apostles,Jesus-Christ			Artists2/Bartolome Esteban Murillo/The Marriage Feast At Cana.jpg	#282a23,#2a2823,#232a28,#252a23,#807b6b,#2a2515,#807040,#70806b,#232a25,#7b806b	0.1236,0.1035,0.0930,0.0857,0.0819,0.0718,0.0555,0.0508,0.0500,0.0466	18,9,45,27,10,12,13,28,36,19
Bartolome Esteban Murillo	The Little Fruit Seller 1675	https://uploads7.wikiart.org/images/bartolome-esteban-murillo/the-little-fruit-seller-1675.jpg!Large.jpg	genre painting	Baroque	Spanish		Baroque	painting,drawing	1670 - 1675	oil,canvas	children portraits			Artists2/Bartolome Esteban Murillo/The Little Fruit Seller 1675.jpg	#807040,#2a2515,#2a2107,#807b6b,#806616,#2a1a15,#1a2a15	0.1616,0.1318,0.1122,0.0984,0.0677,0.0438,0.0419	13,12,15,10,16,3,30
Bartolome Esteban Murillo	St Justina And St Rufina 1675	https://uploads8.wikiart.org/images/bartolome-esteban-murillo/st-justina-and-st-rufina-1675.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1675	oil,canvas	Christianity,saints-and-apostles,St.-Justina,St.-Rufina			Artists2/Bartolome Esteban Murillo/St Justina And St Rufina 1675.jpg	#2a2515,#807040,#2a1a15,#2a2823,#2a1007,#805040,#803116,#2a2107	0.2969,0.1950,0.1370,0.0994,0.0591,0.0535,0.0469,0.0406	12,13,3,9,6,4,7,15
Bartolome Esteban Murillo	Mary And Child With Angels Playing Music 1675	https://uploads6.wikiart.org/images/bartolome-esteban-murillo/mary-and-child-with-angels-playing-music-1675.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing	1675	oil,canvas	Christianity,saints-and-apostles,Jesus-Christ,Virgin-and-Child,Virgin-Mary,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Mary And Child With Angels Playing Music 1675.jpg	#805040,#2a2523,#d4856a,#2a1a15,#2a2823,#d4bab1	0.3573,0.1713,0.1488,0.1171,0.0893,0.0461	4,0,5,3,9,2
Bartolome Esteban Murillo	Vision Of A Nun	https://uploads2.wikiart.org/images/bartolome-esteban-murillo/vision-of-a-nun.jpg	sketch and study	Baroque	Spanish		Baroque	painting,drawing			Christianity,saints-and-apostles,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Vision Of A Nun.jpg	#807b6b,#b1d4cb,#d4bab1,#807040,#b1cbd4,#d4cbb1	0.3509,0.3138,0.0817,0.0743,0.0695,0.0515	10,47,2,13,56,11
Bartolome Esteban Murillo	Virgin Glorious	https://uploads3.wikiart.org/images/bartolome-esteban-murillo/virgin-glorious.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing			Christianity,saints-and-apostles,Virgin-Mary,angels-and-archangels			Artists2/Bartolome Esteban Murillo/Virgin Glorious.jpg	#807040,#2a2823,#2a2515,#807b6b	0.4575,0.1732,0.1059,0.0672	13,9,12,10
Bartolome Esteban Murillo	Virgin And Child	https://uploads4.wikiart.org/images/bartolome-esteban-murillo/virgin-and-child.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing		oil,canvas	Christianity,saints-and-apostles,Jesus-Christ,Virgin-and-Child,Virgin-Mary			Artists2/Bartolome Esteban Murillo/Virgin And Child.jpg	#805040,#2a151a,#80706b,#2a2325,#504080,#d4bab1,#405080,#1a152a,#28232a,#2a2328	0.1847,0.1324,0.1084,0.1082,0.0607,0.0500,0.0465,0.0440,0.0420,0.0401	4,102,1,99,76,2,67,75,81,90
Bartolome Esteban Murillo	Two Kids Are Fighting	https://uploads8.wikiart.org/images/bartolome-esteban-murillo/two-kids-are-fighting.jpg	genre painting	Baroque	Spanish		Baroque	painting,drawing			group-portraits,boys,children portraits			Artists2/Bartolome Esteban Murillo/Two Kids Are Fighting.jpg	#23282a,#23252a,#232a28,#2a2523,#2a2823,#232a25	0.4048,0.1308,0.1113,0.0988,0.0896,0.0602	54,63,45,0,9,36
Bartolome Esteban Murillo	The Virgin And Infant Jesus	https://uploads5.wikiart.org/images/bartolome-esteban-murillo/the-virgin-and-infant-jesus.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing			Christianity,saints-and-apostles,Jesus-Christ,Holy-Family,Virgin-and-Child,Virgin-Mary			Artists2/Bartolome Esteban Murillo/The Virgin And Infant Jesus.jpg	#23282a,#23252a,#807b6b,#d4cbb1	0.3005,0.2425,0.0926,0.0565	54,63,10,11
Bartolome Esteban Murillo	The Prodigal Son Receives His Rightful Inheritance	https://uploads2.wikiart.org/images/bartolome-esteban-murillo/the-prodigal-son-receives-his-rightful-inheritance.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing		oil,canvas	Christianity,New-Testament,Gospel-of-Luke,Prodigal-Son			Artists2/Bartolome Esteban Murillo/The Prodigal Son Receives His Rightful Inheritance.jpg	#151a2a,#23252a,#2a2328,#2a151a,#25152a,#2a1a15,#2a2523,#2a1525	0.1455,0.1277,0.1202,0.1024,0.0841,0.0801,0.0717,0.0588	66,63,90,102,84,3,0,93
Bartolome Esteban Murillo	The Madonna Of The Rosary	https://uploads4.wikiart.org/images/bartolome-esteban-murillo/the-madonna-of-the-rosary.jpg!Large.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing			Christianity,saints-and-apostles,Jesus-Christ,Virgin-and-Child,Virgin-Mary			Artists2/Bartolome Esteban Murillo/The Madonna Of The Rosary.jpg	#2a1007,#2a2515,#252a15,#282a23,#2a2107,#072a21,#1a2a15,#803116,#2a2823	0.1514,0.1365,0.0972,0.0661,0.0654,0.0495,0.0438,0.0412,0.0407	6,12,21,18,15,51,30,7,9
Bartolome Esteban Murillo	The Infant Jesus Between The Virgin And St Joseph 1	https://uploads2.wikiart.org/images/bartolome-esteban-murillo/the-infant-jesus-between-the-virgin-and-st-joseph-1.jpg	sketch and study	Baroque	Spanish		Baroque	painting,drawing			Christianity,saints-and-apostles,Jesus-Christ,Virgin-Mary			Artists2/Bartolome Esteban Murillo/The Infant Jesus Between The Virgin And St Joseph 1.jpg	#d4cbb1,#807b6b,#d4bab1,#807040	0.5123,0.3044,0.0779,0.0528	11,10,2,13
Bartolome Esteban Murillo	The Infant Jesus Between The Virgin And St Joseph	https://uploads0.wikiart.org/images/bartolome-esteban-murillo/the-infant-jesus-between-the-virgin-and-st-joseph.jpg	sketch and study	Baroque	Spanish		Baroque	painting,drawing			Christianity,saints-and-apostles,Jesus-Christ,Virgin-Mary			Artists2/Bartolome Esteban Murillo/The Infant Jesus Between The Virgin And St Joseph.jpg	#d4cbb1,#807b6b,#d4bab1	0.5422,0.2514,0.0991	11,10,2
Bartolome Esteban Murillo	The Immaculate Conception 1	https://uploads5.wikiart.org/images/bartolome-esteban-murillo/the-immaculate-conception-1.jpg	religious painting	Baroque	Spanish		Baroque	painting,drawing		oil,canvas	Christianity,saints-and-apostles,Virgin-Mary,angels-and-archangels			Artists2/Bartolome Esteban Murillo/The Immaculate Conception 1.jpg	#805040,#2a1a15,#2a2523,#23252a,#2a2823,#80706b	0.2465,0.1538,0.1021,0.0842,0.0551,0.0511	4,3,0,63,9,1
