path,art_movement,author_name,painting_name,x,y
Artists2/Berthe Morisot/Little Girl In A Garden.jpg,Impressionism,Berthe Morisot,Little Girl In A Garden,0.0019130061593501883,0.0036483588177920402
Artists2/Berthe Morisot/Little Girl Sitting On The Grass.jpg,Impressionism,Berthe Morisot,Little Girl Sitting On The Grass,0.0012273779704263053,0.0037804455939369117
Artists2/Berthe Morisot/Little Girl With A Blue Jersey 1886.jpg,Impressionism,Berthe Morisot,Little Girl With A Blue Jersey 1886,0.0018907255816027425,0.0035340489169249723
Artists2/Berthe Morisot/Little Girl With A Doll.jpg,Impressionism,Berthe Morisot,Little Girl With A Doll,0.001703305051313262,0.003265394014725041
Artists2/Berthe Morisot/Little Girl With Blond Hair.jpg,Impressionism,Berthe Morisot,Little Girl With Blond Hair,0.001793758830167996,0.003308954226105745
Artists2/Berthe Morisot/Little Girls In The Garden 1885.jpg,Impressionism,Berthe Morisot,Little Girls In The Garden 1885,0.0016176284663026426,0.005228444952282714
Artists2/Berthe Morisot/Lucie Leon At The Piano 1892.jpg,Impressionism,Berthe Morisot,Lucie Leon At The Piano 1892,0.0013916723801501208,0.0026515343480146038
Artists2/Berthe Morisot/Luncheon In The Countryside.jpg,Impressionism,Berthe Morisot,Luncheon In The Countryside,0.0016415700345352433,0.0040469696358603115
Artists2/Berthe Morisot/Madame Albine Sermicola In The Studio.jpg,Impressionism,Berthe Morisot,Madame Albine Sermicola In The Studio,0.0018532413740826989,0.0030924768167387515
Artists2/Berthe Morisot/Marcel Gobillard.jpg,Impressionism,Berthe Morisot,Marcel Gobillard,0.0017561644563770771,0.003280835444253401
Artists2/Berthe Morisot/Miss Reynolds.jpg,Impressionism,Berthe Morisot,Miss Reynolds,0.0017314148578549554,0.0034104231641052625
Artists2/Berthe Morisot/Mme Boursier And Her Daughter 1873.jpg,Impressionism,Berthe Morisot,Mme Boursier And Her Daughter 1873,0.0016825533431209672,0.0030113716521458964
Artists2/Berthe Morisot/On A Bench.jpg,Impressionism,Berthe Morisot,On A Bench,0.0019406981698004628,0.003334976154000156
Artists2/Berthe Morisot/On The Balcony Of Eugene Manet S Room At Bougival.jpg,Impressionism,Berthe Morisot,On The Balcony Of Eugene Manet S Room At Bougival,0.001946742758678336,0.004748281626616214
Artists2/Berthe Morisot/On The Beach At Portrieux.jpg,Impressionism,Berthe Morisot,On The Beach At Portrieux,0.0011688300893334242,0.0030433416023241083
Artists2/Berthe Morisot/On The Cliff At Portrieux.jpg,Impressionism,Berthe Morisot,On The Cliff At Portrieux,0.001280851374313215,0.003793188263384293
Artists2/Berthe Morisot/On The Lake In The Bois De Boulogne.jpg,Impressionism,Berthe Morisot,On The Lake In The Bois De Boulogne,0.0013195794900977666,0.004090453860991219
Artists2/Berthe Morisot/On The Sofa.jpg,Impressionism,Berthe Morisot,On The Sofa,0.002322911418891299,0.003959973207887409
Artists2/Berthe Morisot/On The Terrace 1874.jpg,Impressionism,Berthe Morisot,On The Terrace 1874,0.0013031441655723093,0.004290352070390459
Artists2/Berthe Morisot/Pasie Sewing In Bougival S Garden 1881.jpg,Impressionism,Berthe Morisot,Pasie Sewing In Bougival S Garden 1881,0.00100737007979559,0.002977352745468199
Artists2/Berthe Morisot/Paule Gobillard 1887.jpg,Impressionism,Berthe Morisot,Paule Gobillard 1887,0.002225625356133612,0.003890545450649232
Artists2/Berthe Morisot/Playing In The Sand.jpg,Impressionism,Berthe Morisot,Playing In The Sand,0.0016504322209569978,0.005448892379677868
Artists2/Berthe Morisot/Portrait Of A Woman In A Pink Dress.jpg,Impressionism,Berthe Morisot,Portrait Of A Woman In A Pink Dress,0.001969190140642065,0.003340938613706415
Artists2/Berthe Morisot/Portrait Of A Young Girl 1880.jpg,Impressionism,Berthe Morisot,Portrait Of A Young Girl 1880,0.0018145339037522051,0.003065526311519818
Artists2/Berthe Morisot/Portrait Of A Young Lady.jpg,Impressionism,Berthe Morisot,Portrait Of A Young Lady,0.0025605483225323287,0.004285047731583842
Artists2/Berthe Morisot/Portrait Of Berthe Morisot And Her Daughter.jpg,Impressionism,Berthe Morisot,Portrait Of Berthe Morisot And Her Daughter,0.0020298642089568307,0.0034854414843441964
Artists2/Berthe Morisot/Portrait Of Edma Pontillon.jpg,Impressionism,Berthe Morisot,Portrait Of Edma Pontillon,0.0016985942619696928,0.0028506735179530153
Artists2/Berthe Morisot/Portrait Of Julie.jpg,Impressionism,Berthe Morisot,Portrait Of Julie,0.001999401004029036,0.003358995661577434
Artists2/Berthe Morisot/Portrait Of Madame Hubbard.jpg,Impressionism,Berthe Morisot,Portrait Of Madame Hubbard,0.0027666671119677268,0.004607626680174049
Artists2/Berthe Morisot/Portrait Of Marcel.jpg,Impressionism,Berthe Morisot,Portrait Of Marcel,0.0027209010542464545,0.004516043542532177
Artists2/Berthe Morisot/Portrait Of Marguerite Carre Also Known As Young Girl In A Ball Gown.jpg,Impressionism,Berthe Morisot,Portrait Of Marguerite Carre Also Known As Young Girl In A Ball Gown,0.0020434570856574176,0.003407312241686539
Artists2/Berthe Morisot/Portrait Of Paule Gobillard.jpg,Impressionism,Berthe Morisot,Portrait Of Paule Gobillard,0.0015960800432397771,0.002697896363656237
Artists2/Berthe Morisot/Portrait Of The Artist S Daughter Julie Manet At Gorey.jpg,Impressionism,Berthe Morisot,Portrait Of The Artist S Daughter Julie Manet At Gorey,0.0013256257690693906,0.0022118552650308115
Artists2/Berthe Morisot/Portrait Of The Artist S Mother And Sister.jpg,Impressionism,Berthe Morisot,Portrait Of The Artist S Mother And Sister,0.0014755747428633241,0.002583547799074394
Artists2/Berthe Morisot/Portrait Of The Artist S Sister Mme Edma Pontillon C 1872 75.jpg,Impressionism,Berthe Morisot,Portrait Of The Artist S Sister Mme Edma Pontillon C 1872 75,0.0016722570402985409,0.0029200963432313505
Artists2/Berthe Morisot/Portrait Of Two Children 1893.jpg,Impressionism,Berthe Morisot,Portrait Of Two Children 1893,0.0018704014233840013,0.0034928180592723765
Artists2/Berthe Morisot/Profile Of A Seated Young Woman 1879.jpg,Impressionism,Berthe Morisot,Profile Of A Seated Young Woman 1879,0.002148887669499683,0.003569791780251229
Artists2/Berthe Morisot/Reading With Green Umbrella.jpg,Impressionism,Berthe Morisot,Reading With Green Umbrella,0.0014938541876694698,0.0026243488969498715
Artists2/Berthe Morisot/Reading.jpg,Impressionism,Berthe Morisot,Reading,0.0019762978856369454,0.0034239547893481037
Artists2/Berthe Morisot/Red Haired Girl Sitting On A Veranda 1884.jpg,Impressionism,Berthe Morisot,Red Haired Girl Sitting On A Veranda 1884,0.0021020323644442384,0.0038834801319190424
Artists2/Berthe Morisot/Rosalie Reisener.jpg,Impressionism,Berthe Morisot,Rosalie Reisener,0.0020545288204541177,0.0036465832059384877
Artists2/Berthe Morisot/Rosbras Brittany 1867.jpg,Impressionism,Berthe Morisot,Rosbras Brittany 1867,0.0015801922798247172,0.005264391964173145
Artists2/Berthe Morisot/Roses Tremieres Hollyhocks 1884.jpg,Impressionism,Berthe Morisot,Roses Tremieres Hollyhocks 1884,0.0016944240834320342,0.005755616398644453
Artists2/Berthe Morisot/Roses.jpg,Impressionism,Berthe Morisot,Roses,0.000849685674984231,0.003387837818050468
Artists2/Berthe Morisot/Self Portrait 1885.jpg,Impressionism,Berthe Morisot,Self Portrait 1885,0.001961794980926751,0.0026308011923543246
Artists2/Berthe Morisot/Self Portrait With Julie Study.jpg,Impressionism,Berthe Morisot,Self Portrait With Julie Study,0.0012323893524213677,0.0018852982724678767
Artists2/Berthe Morisot/Shepherdess Resting 1891.jpg,Impressionism,Berthe Morisot,Shepherdess Resting 1891,0.0012607729616277142,0.003072006315923195
Artists2/Berthe Morisot/Snowy Landscape Aka Frost.jpg,Impressionism,Berthe Morisot,Snowy Landscape Aka Frost,0.0015351759697611693,0.005061297829877718
Artists2/Berthe Morisot/Study The Water S Edge.jpg,Impressionism,Berthe Morisot,Study The Water S Edge,0.0009336993297243085,0.0023304687568752877
Artists2/Berthe Morisot/Summer S Day 1879.jpg,Impressionism,Berthe Morisot,Summer S Day 1879,0.001290251698583081,0.004246029191709385
Artists2/Berthe Morisot/Swans.jpg,Impressionism,Berthe Morisot,Swans,0.0013596953885616732,0.003566941437035243
Artists2/Berthe Morisot/Thatched Cottage In Normandy.jpg,Impressionism,Berthe Morisot,Thatched Cottage In Normandy,0.0012980553836585424,0.004282684534077129
Artists2/Berthe Morisot/The Artist S Daughter With A Parakeet.jpg,Impressionism,Berthe Morisot,The Artist S Daughter With A Parakeet,0.0019697427458293965,0.003308175586275453
Artists2/Berthe Morisot/The Artist S Sister At A Window.jpg,Impressionism,Berthe Morisot,The Artist S Sister At A Window,0.0018086656267391964,0.0031730216891284408
Artists2/Berthe Morisot/The Artist S Sister Edma With Her Daughter Jeanne.jpg,Impressionism,Berthe Morisot,The Artist S Sister Edma With Her Daughter Jeanne,0.002040861541937119,0.0036150562601915946
Artists2/Berthe Morisot/The Banks Of The Seine.jpg,Impressionism,Berthe Morisot,The Banks Of The Seine,0.0016616991213145118,0.005270636075513488
Artists2/Berthe Morisot/The Bath 1886.jpg,Impressionism,Berthe Morisot,The Bath 1886,0.001395694129301993,0.0024011207708178432
Artists2/Berthe Morisot/The Bath At Mesnil.jpg,Impressionism,Berthe Morisot,The Bath At Mesnil,0.0012062777542127812,0.0037489515100887923
Artists2/Berthe Morisot/The Bath Girl Arranging Her Hair.jpg,Impressionism,Berthe Morisot,The Bath Girl Arranging Her Hair,0.0020502486710390526,0.0035248051953003776
Artists2/Berthe Morisot/The Beach At Petit Dalles Aka On The Beach.jpg,Impressionism,Berthe Morisot,The Beach At Petit Dalles Aka On The Beach,0.0014738062116923167,0.004677477222761327
Artists2/Berthe Morisot/The Black Finger Bandage.jpg,Impressionism,Berthe Morisot,The Black Finger Bandage,0.0015336010644142013,0.0027806367374716276
Artists2/Berthe Morisot/The Blue Vase.jpg,Impressionism,Berthe Morisot,The Blue Vase,0.0010116741542541303,0.004169514960083854
Artists2/Berthe Morisot/The Bowl Of Milk.jpg,Impressionism,Berthe Morisot,The Bowl Of Milk,0.0009522966159665804,0.0030858840910713494
Artists2/Berthe Morisot/The Butterfly Hunt 1874.jpg,Impressionism,Berthe Morisot,The Butterfly Hunt 1874,0.0008209404178609468,0.003017875466268614
Artists2/Berthe Morisot/The Cage.jpg,Impressionism,Berthe Morisot,The Cage,0.0009540896407378518,0.0023825040044894493
Artists2/Berthe Morisot/The Cherry Picker 1891.jpg,Impressionism,Berthe Morisot,The Cherry Picker 1891,0.0014531851526632903,0.004836417412532585
Artists2/Berthe Morisot/The Cherry Tree Study.jpg,Impressionism,Berthe Morisot,The Cherry Tree Study,0.0015002284796538504,0.004931560039603369
Artists2/Berthe Morisot/The Cheval Glass.jpg,Impressionism,Berthe Morisot,The Cheval Glass,0.0018356171799746156,0.0032909924415567013
Artists2/Berthe Morisot/The Cradle 1872.jpg,Impressionism,Berthe Morisot,The Cradle 1872,0.0013357377322218156,0.002793617037006826
Artists2/Berthe Morisot/The Fable.jpg,Impressionism,Berthe Morisot,The Fable,0.001347103814194464,0.003512791759176883
Artists2/Berthe Morisot/The Garden At Bougival 1884.jpg,Impressionism,Berthe Morisot,The Garden At Bougival 1884,0.0015067670359331568,0.005168378125647046
Artists2/Berthe Morisot/The Goose.jpg,Impressionism,Berthe Morisot,The Goose,0.0011092968914080442,0.0030947963324480503
Artists2/Berthe Morisot/The Harbor At Lorient.jpg,Impressionism,Berthe Morisot,The Harbor At Lorient,0.0018821949268279044,0.006191294214037973
Artists2/Berthe Morisot/The Isle Of Wight 1875.jpg,Impressionism,Berthe Morisot,The Isle Of Wight 1875,0.0015306806790100662,0.005233155497852324
Artists2/Berthe Morisot/The Lesson In The Garden.jpg,Impressionism,Berthe Morisot,The Lesson In The Garden,0.000998193264547938,0.003476231334593268
Artists2/Berthe Morisot/The Little Girl From Nice Celestine.jpg,Impressionism,Berthe Morisot,The Little Girl From Nice Celestine,0.0015765330277464945,0.002965017682682512
Artists2/Berthe Morisot/The Little Maid Servant.jpg,Impressionism,Berthe Morisot,The Little Maid Servant,0.0016094369841999007,0.0031407081709359766
Artists2/Berthe Morisot/The Little Windmill At Gennevilliers.jpg,Impressionism,Berthe Morisot,The Little Windmill At Gennevilliers,0.001421083147510802,0.004528325493894079
Artists2/Berthe Morisot/The Old Track To Auvers 1863.jpg,Impressionism,Berthe Morisot,The Old Track To Auvers 1863,0.002078034926058995,0.006902712722371635
Artists2/Berthe Morisot/The Orange Picker 1.jpg,Impressionism,Berthe Morisot,The Orange Picker 1,0.0015075294262159296,0.004786299767885132
Artists2/Berthe Morisot/The Orange Picker.jpg,Impressionism,Berthe Morisot,The Orange Picker,0.0015247114639918005,0.004982932809606109
Artists2/Berthe Morisot/The Port Of Nice 1882.jpg,Impressionism,Berthe Morisot,The Port Of Nice 1882,0.001526711426663635,0.005200267250971886
Artists2/Berthe Morisot/The Port Of Nice.jpg,Impressionism,Berthe Morisot,The Port Of Nice,0.0011017469895381266,0.0039045248217320083
Artists2/Berthe Morisot/The Quay At Bougival.jpg,Impressionism,Berthe Morisot,The Quay At Bougival,0.0022633062360630984,0.007108142785223643
Artists2/Berthe Morisot/The Reclining Shepherdess.jpg,Impressionism,Berthe Morisot,The Reclining Shepherdess,0.0015124841755091742,0.0013930068691542594
Artists2/Berthe Morisot/The Red Blouse.jpg,Impressionism,Berthe Morisot,The Red Blouse,0.0016978375765460765,0.0029105362597003654
Artists2/Berthe Morisot/The Rouart S Dining Room 1880.jpg,Impressionism,Berthe Morisot,The Rouart S Dining Room 1880,0.0016735424340732937,0.003180672139273875
Artists2/Berthe Morisot/The Seamstress Sun.jpg,Impressionism,Berthe Morisot,The Seamstress Sun,0.0017668461148075995,0.003016732602634266
Artists2/Berthe Morisot/The Seine At Bougival.jpg,Impressionism,Berthe Morisot,The Seine At Bougival,0.0016880694151852,0.00557612556597041
Artists2/Berthe Morisot/The Seine Below The Pont D Lena.jpg,Impressionism,Berthe Morisot,The Seine Below The Pont D Lena,0.0018752428436104782,0.005924735214962655
Artists2/Berthe Morisot/The Sewing Lesson Aka The Artist S Daughter Julie With Her Nanny.jpg,Impressionism,Berthe Morisot,The Sewing Lesson Aka The Artist S Daughter Julie With Her Nanny,0.001896671472586952,0.0029744594845567446
Artists2/Berthe Morisot/The Tuileries.jpg,Impressionism,Berthe Morisot,The Tuileries,0.001726353819541444,0.005635059850674535
Artists2/Berthe Morisot/The Village Of Maurecourt 1873.jpg,Impressionism,Berthe Morisot,The Village Of Maurecourt 1873,0.0011882454911700925,0.004034164624913841
Artists2/Berthe Morisot/The Wet Nurse Angele Feeding Julie Manet.jpg,Impressionism,Berthe Morisot,The Wet Nurse Angele Feeding Julie Manet,0.0015693568675223305,0.003158413246263238
Artists2/Berthe Morisot/Tureen And Apple.jpg,Impressionism,Berthe Morisot,Tureen And Apple,0.0018478348091014894,0.004628672582750396
Artists2/Berthe Morisot/Two Nymphs Embracing.jpg,Impressionism,Berthe Morisot,Two Nymphs Embracing,0.0011616330073351841,0.0009965596392221732
Artists2/Berthe Morisot/Two Sisters On A Couch.jpg,Impressionism,Berthe Morisot,Two Sisters On A Couch,0.00257784868307697,0.0043129702355237266
Artists2/Berthe Morisot/Venus At The Forge Of Vulcan After Boucher 1884.jpg,Impressionism,Berthe Morisot,Venus At The Forge Of Vulcan After Boucher 1884,0.0014624065168671436,0.0007973716301672671
Artists2/Berthe Morisot/View Of Tivoli After Corot.jpg,Impressionism,Berthe Morisot,View Of Tivoli After Corot,0.00129386378156969,0.004066638167036155
Artists2/Berthe Morisot/View On Paris Sun.jpg,Impressionism,Berthe Morisot,View On Paris Sun,0.001360889376966114,0.004343671280122657
Artists2/Berthe Morisot/Villa With Orange Trees Nice.jpg,Impressionism,Berthe Morisot,Villa With Orange Trees Nice,0.002132233958344205,0.00697650484889673
Artists2/Berthe Morisot/Willows In The Garden At Bougival.jpg,Impressionism,Berthe Morisot,Willows In The Garden At Bougival,0.001992978350983697,0.006678597661600891
Artists2/Berthe Morisot/Winter Aka Woman With A Muff.jpg,Impressionism,Berthe Morisot,Winter Aka Woman With A Muff,0.0026260274774852843,0.004388090005933389
Artists2/Berthe Morisot/Woman And Child In A Garden 1884.jpg,Impressionism,Berthe Morisot,Woman And Child In A Garden 1884,0.0010264317532001255,0.0033573235602525945
Artists2/Berthe Morisot/Woman And Child On The Balcony.jpg,Impressionism,Berthe Morisot,Woman And Child On The Balcony,0.0012482262835316683,0.003985939037953682
Artists2/Berthe Morisot/Woman And Child Seated In A Meadow.jpg,Impressionism,Berthe Morisot,Woman And Child Seated In A Meadow,0.0012714649272669344,0.003336233980450801
Artists2/Berthe Morisot/Woman And Child.jpg,Impressionism,Berthe Morisot,Woman And Child,0.0015339882653953433,0.0028413934080697076
Artists2/Berthe Morisot/Woman In A Garden.jpg,Impressionism,Berthe Morisot,Woman In A Garden,0.001334096909068627,0.002266916039025913
Artists2/Berthe Morisot/Woman In Black.jpg,Impressionism,Berthe Morisot,Woman In Black,0.002079897356823249,0.0035166913505494716
Artists2/Berthe Morisot/Woman Wearing Gloves Aka The Parisian.jpg,Impressionism,Berthe Morisot,Woman Wearing Gloves Aka The Parisian,0.002301325082808857,0.004066247251902328
Artists2/Berthe Morisot/Woman With A Child In A Boat.jpg,Impressionism,Berthe Morisot,Woman With A Child In A Boat,0.0015703001711656669,0.004831440328683157
Artists2/Berthe Morisot/Woman With A Fan Aka Head Of A Girl.jpg,Impressionism,Berthe Morisot,Woman With A Fan Aka Head Of A Girl,0.0018698199276807618,0.003155063059406496
Artists2/Berthe Morisot/Women And Little Girls In A Natural Setting.jpg,Impressionism,Berthe Morisot,Women And Little Girls In A Natural Setting,0.0013730570847678171,0.003476088918752554
Artists2/Berthe Morisot/Young Girl And The Budgie.jpg,Impressionism,Berthe Morisot,Young Girl And The Budgie,0.0020135052439398753,0.0036917328729273472
Artists2/Berthe Morisot/Young Girl Boating 1884.jpg,Impressionism,Berthe Morisot,Young Girl Boating 1884,0.0015616303941986232,0.004808738861416748
Artists2/Berthe Morisot/Young Girl In A Ball Gown 1879.jpg,Impressionism,Berthe Morisot,Young Girl In A Ball Gown 1879,0.0020433650495460354,0.0034354007329769755
Artists2/Berthe Morisot/Young Girl In White.jpg,Impressionism,Berthe Morisot,Young Girl In White,0.0026501101522288214,0.004434423054102332
Artists2/Berthe Morisot/Young Girl Leaning On Her Elbow 1887.jpg,Impressionism,Berthe Morisot,Young Girl Leaning On Her Elbow 1887,0.0019682988192790806,0.0034276624557908726
Artists2/Berthe Morisot/Young Girl Lying.jpg,Impressionism,Berthe Morisot,Young Girl Lying,0.0019066467689439173,0.0033904084293708884
Artists2/Berthe Morisot/Young Girl Putting On Her Stockings.jpg,Impressionism,Berthe Morisot,Young Girl Putting On Her Stockings,0.0022332591008569634,0.0039908949578735
Artists2/Berthe Morisot/Young Girl Resting.jpg,Impressionism,Berthe Morisot,Young Girl Resting,0.0022795737309249083,0.003825960820652417
Artists2/Berthe Morisot/Young Girl With A Bird.jpg,Impressionism,Berthe Morisot,Young Girl With A Bird,0.001801375063131168,0.0031396202234493654
Artists2/Berthe Morisot/Young Girl With A Fan 1893.jpg,Impressionism,Berthe Morisot,Young Girl With A Fan 1893,0.00201800883698434,0.0036013952829039722
Artists2/Berthe Morisot/Young Girl With A Parrot.jpg,Impressionism,Berthe Morisot,Young Girl With A Parrot,0.0015241435438446607,0.0027938319634733134
Artists2/Berthe Morisot/Young Girl With An Umbrella.jpg,Impressionism,Berthe Morisot,Young Girl With An Umbrella,0.002278052876347447,0.004162819889360036
Artists2/Berthe Morisot/Young Girl With Cat 1892.jpg,Impressionism,Berthe Morisot,Young Girl With Cat 1892,0.0015705780930918105,0.0026773213721360957
Artists2/Berthe Morisot/Young Girl With Doll 1.jpg,Impressionism,Berthe Morisot,Young Girl With Doll 1,0.0020040101377812158,0.003490248888510236
Artists2/Berthe Morisot/Young Girl With Doll.jpg,Impressionism,Berthe Morisot,Young Girl With Doll,0.001687824402563141,0.0028384320672298386
Artists2/Berthe Morisot/Young Girls At The Window 1892.jpg,Impressionism,Berthe Morisot,Young Girls At The Window 1892,0.0012432937725981579,0.0022100532049904365
Artists2/Berthe Morisot/Young Lady Seated On A Bench.jpg,Impressionism,Berthe Morisot,Young Lady Seated On A Bench,0.001635149881763614,0.002857834212867676
Artists2/Berthe Morisot/Young Woman And Child Avenue Du Bois.jpg,Impressionism,Berthe Morisot,Young Woman And Child Avenue Du Bois,0.0021332882706642958,0.0038547052411121883
Artists2/Berthe Morisot/Young Woman And Child On An Isle.jpg,Impressionism,Berthe Morisot,Young Woman And Child On An Isle,0.0012387624776825268,0.003364506484692353
Artists2/Berthe Morisot/Young Woman At The Mirror.jpg,Impressionism,Berthe Morisot,Young Woman At The Mirror,0.0020392908737330425,0.0036053777710709327
Artists2/Berthe Morisot/Young Woman Holding A Dog In Her Arms.jpg,Impressionism,Berthe Morisot,Young Woman Holding A Dog In Her Arms,0.002249266986869585,0.003841529473573243
Artists2/Berthe Morisot/Young Woman In A Blue Blouse 1.jpg,Impressionism,Berthe Morisot,Young Woman In A Blue Blouse 1,0.0025383187917276235,0.004262677010258766
Artists2/Berthe Morisot/Young Woman In A Blue Blouse.jpg,Impressionism,Berthe Morisot,Young Woman In A Blue Blouse,0.002456192296162108,0.004087800770358559
Artists2/Berthe Morisot/Young Woman In A Hat Henriette Patte.jpg,Impressionism,Berthe Morisot,Young Woman In A Hat Henriette Patte,0.0026659580468337764,0.004465734762931184
Artists2/Berthe Morisot/Young Woman In A Rowboat Eventail.jpg,Impressionism,Berthe Morisot,Young Woman In A Rowboat Eventail,0.001857949738729914,0.005890619723725551
Artists2/Berthe Morisot/Young Woman In Grey Reclining.jpg,Impressionism,Berthe Morisot,Young Woman In Grey Reclining,0.002341261952446555,0.00409327112610005
Artists2/Berthe Morisot/Young Woman In Mauve.jpg,Impressionism,Berthe Morisot,Young Woman In Mauve,0.0018684164566688376,0.0030873694521610312
Artists2/Berthe Morisot/Young Woman In White Aka Isabelle Lemmonier.jpg,Impressionism,Berthe Morisot,Young Woman In White Aka Isabelle Lemmonier,0.0019759350298122094,0.003285624561636553
Artists2/Berthe Morisot/Young Woman Leaning On Her Elbows.jpg,Impressionism,Berthe Morisot,Young Woman Leaning On Her Elbows,0.0018524082796320934,0.003085283073141028
Artists2/Berthe Morisot/Young Woman On A Couch.jpg,Impressionism,Berthe Morisot,Young Woman On A Couch,0.0018859045325728245,0.0031044434318766977
Artists2/Berthe Morisot/Young Woman Picking Oranges.jpg,Impressionism,Berthe Morisot,Young Woman Picking Oranges,0.0019203549727898955,0.003553673219849754
Artists2/Berthe Morisot/Young Woman Powdering Her Face 1877.jpg,Impressionism,Berthe Morisot,Young Woman Powdering Her Face 1877,0.0020618105045309364,0.0037484789298431517
Artists2/Berthe Morisot/Young Woman Sewing In The Garden.jpg,Impressionism,Berthe Morisot,Young Woman Sewing In The Garden,0.0017906005395402563,0.003191373415506176
Artists2/Berthe Morisot/Young Woman Watering A Shrub.jpg,Impressionism,Berthe Morisot,Young Woman Watering A Shrub,0.00210533198567617,0.0036996506092938646
Artists2/Berthe Morisot/Young Woman With A Straw Hat.jpg,Impressionism,Berthe Morisot,Young Woman With A Straw Hat,0.0016123316533835806,0.0028760888288673946
Artists2/Berthe Morisot/Young Woman.jpg,Impressionism,Berthe Morisot,Young Woman,0.0014919518376117322,0.0026288276257898694
Artists2/Childe Hassam/A Back Road.jpg,Impressionism,Childe Hassam,A Back Road,0.0014055238320419868,0.00455309328964847
Artists2/Childe Hassam/A City Fairyland.jpg,Impressionism,Childe Hassam,A City Fairyland,0.0019225024744253074,0.006082505354121096
Artists2/Childe Hassam/A Country Road.jpg,Impressionism,Childe Hassam,A Country Road,0.0013939084080337937,0.004452747896646853
Artists2/Childe Hassam/A Familiar Tune.jpg,Impressionism,Childe Hassam,A Familiar Tune,0.0024805114982247357,0.004682248803405817
Artists2/Childe Hassam/A Favorite Corner.jpg,Impressionism,Childe Hassam,A Favorite Corner,0.0020807709095561973,0.003993185645805193
Artists2/Childe Hassam/A Fisherman S Cottage.jpg,Impressionism,Childe Hassam,A Fisherman S Cottage,0.0011602365101710307,0.003775980470791648
Artists2/Childe Hassam/A Fruit Store 1889.jpg,Impressionism,Childe Hassam,A Fruit Store 1889,0.0014848819560868076,0.004484714256007289
Artists2/Childe Hassam/A Long Island Garden.jpg,Impressionism,Childe Hassam,A Long Island Garden,0.0017754576180856502,0.00594687729845802
Artists2/Childe Hassam/A New Year S Nocturne New York.jpg,Impressionism,Childe Hassam,A New Year S Nocturne New York,0.0017230118151005363,0.005306214313978213
Artists2/Childe Hassam/A New York Blizzard.jpg,Impressionism,Childe Hassam,A New York Blizzard,0.001190777361596775,0.0037469378214318528
Artists2/Childe Hassam/A Parade Of Boats 1895.jpg,Impressionism,Childe Hassam,A Parade Of Boats 1895,0.0017769044267839198,0.005876952971386578
Artists2/Childe Hassam/A Rainy Day In Boston 1885.jpg,Impressionism,Childe Hassam,A Rainy Day In Boston 1885,0.002337359696257587,0.00722804269794646
Artists2/Childe Hassam/A Rainy Day New York.jpg,Impressionism,Childe Hassam,A Rainy Day New York,0.0019202475569787692,0.005955013433515874
Artists2/Childe Hassam/A Spring Morning 1892.jpg,Impressionism,Childe Hassam,A Spring Morning 1892,0.001424809232846011,0.004608086672475196
Artists2/Childe Hassam/A Street In Denia Spain.jpg,Impressionism,Childe Hassam,A Street In Denia Spain,0.002215203466807395,0.006870991716437711
Artists2/Childe Hassam/A Venetian Regatta.jpg,Impressionism,Childe Hassam,A Venetian Regatta,0.0018312215648815047,0.005721108965763311
Artists2/Childe Hassam/Acorn Street Boston.jpg,Impressionism,Childe Hassam,Acorn Street Boston,0.0024351075413722636,0.007563414366066588
Artists2/Childe Hassam/Across The Avenue In Sunlight June.jpg,Impressionism,Childe Hassam,Across The Avenue In Sunlight June,0.0016550794559594224,0.005146684899654472
Artists2/Childe Hassam/Across The Common On A Winter Evening.jpg,Impressionism,Childe Hassam,Across The Common On A Winter Evening,0.0011932143892927787,0.0037154123992459336
Artists2/Childe Hassam/Across The Park.jpg,Impressionism,Childe Hassam,Across The Park,0.0014385812622055901,0.004672168759054773
Artists2/Childe Hassam/Adams And St Helen S Early Morning.jpg,Impressionism,Childe Hassam,Adams And St Helen S Early Morning,0.0020499049423670203,0.0064693124223937455
Artists2/Childe Hassam/After Breakfast.jpg,Impressionism,Childe Hassam,After Breakfast,0.001741565905434723,0.005506743068318933
Artists2/Childe Hassam/Afterglow Gloucester Harbor Aka Ten Pound Island Light.jpg,Impressionism,Childe Hassam,Afterglow Gloucester Harbor Aka Ten Pound Island Light,0.0022695233620985498,0.007356502728967137
Artists2/Childe Hassam/Afternoon In Nantucket.jpg,Impressionism,Childe Hassam,Afternoon In Nantucket,0.001145457817591825,0.0037109027159223183
Artists2/Childe Hassam/Against The Light.jpg,Impressionism,Childe Hassam,Against The Light,0.0016509020577385066,0.0028906694227528633
Artists2/Childe Hassam/Allies Day May.jpg,Impressionism,Childe Hassam,Allies Day May,0.0016322235567261384,0.005224813278254223
Artists2/Childe Hassam/Along The Seine.jpg,Impressionism,Childe Hassam,Along The Seine,0.0014767317806209154,0.004683055491532138
Artists2/Childe Hassam/Amagansett Long Island.jpg,Impressionism,Childe Hassam,Amagansett Long Island,0.002112872950301415,0.006856815507125451
Artists2/Childe Hassam/An Evening Street Scene Pont Aven.jpg,Impressionism,Childe Hassam,An Evening Street Scene Pont Aven,0.002152600038006565,0.006735763689086259
Artists2/Childe Hassam/An Isles Of Shoals Day.jpg,Impressionism,Childe Hassam,An Isles Of Shoals Day,0.0015587763693056115,0.005157603092147991
